Strain	Polynomial	Condition	Data
YNL187W	cubic	Nlim	Excluded
YNL196C	cubic	Nlim	Excluded
YNL200C	cubic	Nlim	Excluded
YNL204C	cubic	Nlim	Excluded
YNL205C	cubic	Nlim	Excluded
YNL211C	cubic	Nlim	Excluded
YNL214W	cubic	Nlim	Excluded
YNL217W	cubic	Nlim	Excluded
YNL218W	cubic	Nlim	Excluded
YNL226W	cubic	Nlim	Excluded
YNL241C	cubic	Nlim	Excluded
YNL242W	cubic	Nlim	Excluded
YNL249C	cubic	Nlim	Excluded
YNL254C	cubic	Nlim	Excluded
YNL255C	cubic	Nlim	Excluded
YNL278W	cubic	Nlim	Excluded
YNL291C	cubic	Nlim	Excluded
YNL292W	cubic	Nlim	Excluded
YNL296W	cubic	Nlim	Excluded
YNL298W	cubic	Nlim	Excluded
YNL302C	cubic	Nlim	Excluded
YNL309W	cubic	Nlim	Excluded
YNL320W	cubic	Nlim	Excluded
YNL338W	cubic	Nlim	Excluded
YNR005C	cubic	Nlim	Excluded
YNR008W	cubic	Nlim	Excluded
YNR013C	cubic	Nlim	Excluded
YNR015W	cubic	Nlim	Excluded
YNR018W	cubic	Nlim	Excluded
YNR025C	cubic	Nlim	Excluded
YNR027W	cubic	Nlim	Excluded
YNR032W	cubic	Nlim	Excluded
YNR041C	cubic	Nlim	Excluded
YNR047W	cubic	Nlim	Excluded
YNR055C	cubic	Nlim	Excluded
YNR067C	cubic	Nlim	Excluded
YNR074C	cubic	Nlim	Excluded
YOL002C	cubic	Nlim	Excluded
YOL011W	cubic	Nlim	Excluded
YOL024W	cubic	Nlim	Excluded
YOL030W	cubic	Nlim	Excluded
YOL031C	cubic	Nlim	Excluded
YOL036W	cubic	Nlim	Excluded
YOL042W	cubic	Nlim	Excluded
YOL047C	cubic	Nlim	Excluded
YOL048C	cubic	Nlim	Excluded
YOL054W	cubic	Nlim	Excluded
YOL062C	cubic	Nlim	Excluded
YOL067C	cubic	Nlim	Excluded
YOL071W	cubic	Nlim	Excluded
YOL087C	cubic	Nlim	Excluded
YOL090W	cubic	Nlim	Excluded
YOL093W	cubic	Nlim	Excluded
YOL107W	cubic	Nlim	Excluded
YOL114C	cubic	Nlim	Excluded
YOL119C	cubic	Nlim	Excluded
YOL131W	cubic	Nlim	Excluded
YOL138C	cubic	Nlim	Excluded
YOL152W	cubic	Nlim	Excluded
YOL155C	cubic	Nlim	Excluded
YOL158C	cubic	Nlim	Excluded
YOR005C	cubic	Nlim	Excluded
YOR017W	cubic	Nlim	Excluded
YOR025W	cubic	Nlim	Excluded
YOR033C	cubic	Nlim	Excluded
YOR035C	cubic	Nlim	Excluded
YOR044W	cubic	Nlim	Excluded
YOR051C	cubic	Nlim	Excluded
YOR062C	cubic	Nlim	Excluded
YOR066W	cubic	Nlim	Excluded
YOR079C	cubic	Nlim	Excluded
YOR092W	cubic	Nlim	Excluded
YOR100C	cubic	Nlim	Excluded
YOR108W	cubic	Nlim	Excluded
YOR111W	cubic	Nlim	Excluded
YOR114W	cubic	Nlim	Excluded
YOR129C	cubic	Nlim	Excluded
YOR135C	cubic	Nlim	Excluded
YOR152C	cubic	Nlim	Excluded
YOR161C	cubic	Nlim	Excluded
YOR170W	cubic	Nlim	Excluded
YOR172W	cubic	Nlim	Excluded
YOR177C	cubic	Nlim	Excluded
YOR192C	cubic	Nlim	Excluded
YOR193W	cubic	Nlim	Excluded
YOR220W	cubic	Nlim	Excluded
YOR229W	cubic	Nlim	Excluded
YOR234C	cubic	Nlim	Excluded
YOR245C	cubic	Nlim	Excluded
YOR263C	cubic	Nlim	Excluded
YOR267C	cubic	Nlim	Excluded
YOR270C	cubic	Nlim	Excluded
YOR273C	cubic	Nlim	Excluded
YOR291W	cubic	Nlim	Excluded
YOR313C	cubic	Nlim	Excluded
YOR316C	cubic	Nlim	Excluded
YOR333C	cubic	Nlim	Excluded
YOR342C	cubic	Nlim	Excluded
YOR348C	cubic	Nlim	Excluded
YOR356W	cubic	Nlim	Excluded
YOR357C	cubic	Nlim	Excluded
YOR368W	cubic	Nlim	Excluded
YOR375C	cubic	Nlim	Excluded
YPL004C	cubic	Nlim	Excluded
YPL021W	cubic	Nlim	Excluded
YPL027W	cubic	Nlim	Excluded
YPL039W	cubic	Nlim	Excluded
YPL057C	cubic	Nlim	Excluded
YPL058C	cubic	Nlim	Excluded
YPL071C	cubic	Nlim	Excluded
YPL074W	cubic	Nlim	Excluded
YPL090C	cubic	Nlim	Excluded
YPL103C	cubic	Nlim	Excluded
YPL114W	cubic	Nlim	Excluded
YPL116W	cubic	Nlim	Excluded
YPL121C	cubic	Nlim	Excluded
YPL123C	cubic	Nlim	Excluded
YPL130W	cubic	Nlim	Excluded
YPL147W	cubic	Nlim	Excluded
YPL149W	cubic	Nlim	Excluded
YPL150W	cubic	Nlim	Excluded
YPL158C	cubic	Nlim	Excluded
YPL159C	cubic	Nlim	Excluded
YPL164C	cubic	Nlim	Excluded
YPL167C	cubic	Nlim	Excluded
YPL171C	cubic	Nlim	Excluded
YPL185W	cubic	Nlim	Excluded
YPL202C	cubic	Nlim	Excluded
YPL205C	cubic	Nlim	Excluded
YPL223C	cubic	Nlim	Excluded
YPL269W	cubic	Nlim	Excluded
YPL272C	cubic	Nlim	Excluded
YPR005C	cubic	Nlim	Excluded
YPR012W	cubic	Nlim	Excluded
YPR013C	cubic	Nlim	Excluded
YPR014C	cubic	Nlim	Excluded
YPR022C	cubic	Nlim	Excluded
YPR026W	cubic	Nlim	Excluded
YPR031W	cubic	Nlim	Excluded
YPR044C	cubic	Nlim	Excluded
YPR053C	cubic	Nlim	Excluded
YPR059C	cubic	Nlim	Excluded
YPR063C	cubic	Nlim	Excluded
YPR065W	cubic	Nlim	Excluded
YPR069C	cubic	Nlim	Excluded
YPR071W	cubic	Nlim	Excluded
YPR073C	cubic	Nlim	Excluded
YPR075C	cubic	Nlim	Excluded
YPR076W	cubic	Nlim	Excluded
YPR089W	cubic	Nlim	Excluded
YPR097W	cubic	Nlim	Excluded
YPR117W	cubic	Nlim	Excluded
YPR120C	cubic	Nlim	Excluded
YPR122W	cubic	Nlim	Excluded
YPR134W	cubic	Nlim	Excluded
YPR141C	cubic	Nlim	Excluded
YPR151C	cubic	Nlim	Excluded
YPR154W	cubic	Nlim	Excluded
YPR172W	cubic	Nlim	Excluded
YPR184W	cubic	Nlim	Excluded
YPR189W	cubic	Nlim	Excluded
YPR191W	cubic	Nlim	Excluded
YAL061W	periodic	Nlim	Excluded
YDR249C	periodic	Nlim	Excluded
YLR131C	periodic	Nlim	Excluded
YNR075W	periodic	Nlim	Excluded
YOR385W	periodic	Nlim	Excluded
YAL004W	non_significant	Switch	Excluded
YAL005C	non_significant	Switch	Excluded
YAL018C	non_significant	Switch	Excluded
YAL022C	non_significant	Switch	Excluded
YAL029C	non_significant	Switch	Excluded
YAL031C	non_significant	Switch	Excluded
YAL034C	non_significant	Switch	Excluded
YAL036C	non_significant	Switch	Excluded
YAL037W	non_significant	Switch	Excluded
YAL042W	non_significant	Switch	Excluded
YAL045C	non_significant	Switch	Excluded
YAL048C	non_significant	Switch	Excluded
YAL053W	non_significant	Switch	Excluded
YAL054C	non_significant	Switch	Excluded
YAL055W	non_significant	Switch	Excluded
YAL059W	non_significant	Switch	Excluded
YAL060W	non_significant	Switch	Excluded
YAL061W	non_significant	Switch	Excluded
YAL062W	non_significant	Switch	Excluded
YAL065C	non_significant	Switch	Excluded
YAL067C	non_significant	Switch	Excluded
YAL068C	non_significant	Switch	Excluded
YAR002C.A	non_significant	Switch	Excluded
YAR002W	non_significant	Switch	Excluded
YAR020C	non_significant	Switch	Excluded
YAR023C	non_significant	Switch	Excluded
YAR027W	non_significant	Switch	Excluded
YAR028W	non_significant	Switch	Excluded
YAR029W	non_significant	Switch	Excluded
YAR030C	non_significant	Switch	Excluded
YAR031W	non_significant	Switch	Excluded
YAR035W	non_significant	Switch	Excluded
YAR037W	non_significant	Switch	Excluded
YAR040C	non_significant	Switch	Excluded
YAR043C	non_significant	Switch	Excluded
YAR044W	non_significant	Switch	Excluded
YAR047C	non_significant	Switch	Excluded
YAR050W	non_significant	Switch	Excluded
YBL001C	non_significant	Switch	Excluded
YBL003C	non_significant	Switch	Excluded
YBL007C	non_significant	Switch	Excluded
YBL008W	non_significant	Switch	Excluded
YBL009W	non_significant	Switch	Excluded
YBL013W	non_significant	Switch	Excluded
YBL016W	non_significant	Switch	Excluded
YBL019W	non_significant	Switch	Excluded
YBL024W	non_significant	Switch	Excluded
YBL029W	non_significant	Switch	Excluded
YBL036C	non_significant	Switch	Excluded
YBL037W	non_significant	Switch	Excluded
YBL042C	non_significant	Switch	Excluded
YBL046W	non_significant	Switch	Excluded
YBL047C	non_significant	Switch	Excluded
YBL048W	non_significant	Switch	Excluded
YBL051C	non_significant	Switch	Excluded
YBL053W	non_significant	Switch	Excluded
YBL054W	non_significant	Switch	Excluded
YBL057C	non_significant	Switch	Excluded
YBL060W	non_significant	Switch	Excluded
YBL061C	non_significant	Switch	Excluded
YBL063W	non_significant	Switch	Excluded
YBL065W	non_significant	Switch	Excluded
YBL067C	non_significant	Switch	Excluded
YBL071C	non_significant	Switch	Excluded
YBL079W	non_significant	Switch	Excluded
YBL086C	non_significant	Switch	Excluded
YBL087C	non_significant	Switch	Excluded
YBL091C.A	non_significant	Switch	Excluded
YBL098W	non_significant	Switch	Excluded
YBL102W	non_significant	Switch	Excluded
YBL104C	non_significant	Switch	Excluded
YBL106C	non_significant	Switch	Excluded
YBR005W	non_significant	Switch	Excluded
YBR006W	non_significant	Switch	Excluded
YBR010W	non_significant	Switch	Excluded
YBR012C	non_significant	Switch	Excluded
YBR016W	non_significant	Switch	Excluded
YBR024W	non_significant	Switch	Excluded
YBR025C	non_significant	Switch	Excluded
YBR027C	non_significant	Switch	Excluded
YBR028C	non_significant	Switch	Excluded
YBR030W	non_significant	Switch	Excluded
YBR031W	non_significant	Switch	Excluded
YBR033W	non_significant	Switch	Excluded
YBR034C	non_significant	Switch	Excluded
YBR041W	non_significant	Switch	Excluded
YBR042C	non_significant	Switch	Excluded
YBR043C	non_significant	Switch	Excluded
YBR046C	non_significant	Switch	Excluded
YBR047W	non_significant	Switch	Excluded
YBR051W	non_significant	Switch	Excluded
YBR053C	non_significant	Switch	Excluded
YBR054W	non_significant	Switch	Excluded
YBR056W	non_significant	Switch	Excluded
YBR059C	non_significant	Switch	Excluded
YBR061C	non_significant	Switch	Excluded
YBR062C	non_significant	Switch	Excluded
YBR063C	non_significant	Switch	Excluded
YBR066C	non_significant	Switch	Excluded
YBR068C	non_significant	Switch	Excluded
YBR074W	non_significant	Switch	Excluded
YBR075W	non_significant	Switch	Excluded
YBR077C	non_significant	Switch	Excluded
YBR084W	non_significant	Switch	Excluded
YBR085W	non_significant	Switch	Excluded
YBR090C.A	non_significant	Switch	Excluded
YBR099C	non_significant	Switch	Excluded
YBR105C	non_significant	Switch	Excluded
YBR108W	non_significant	Switch	Excluded
YBR113W	non_significant	Switch	Excluded
YBR114W	non_significant	Switch	Excluded
YBR119W	non_significant	Switch	Excluded
YBR132C	non_significant	Switch	Excluded
YBR137W	non_significant	Switch	Excluded
YBR139W	non_significant	Switch	Excluded
YBR148W	non_significant	Switch	Excluded
YBR149W	non_significant	Switch	Excluded
YBR150C	non_significant	Switch	Excluded
YBR151W	non_significant	Switch	Excluded
YBR165W	non_significant	Switch	Excluded
YBR166C	non_significant	Switch	Excluded
YBR169C	non_significant	Switch	Excluded
YBR176W	non_significant	Switch	Excluded
YBR177C	non_significant	Switch	Excluded
YBR194W	non_significant	Switch	Excluded
YBR195C	non_significant	Switch	Excluded
YBR197C	non_significant	Switch	Excluded
YBR206W	non_significant	Switch	Excluded
YBR207W	non_significant	Switch	Excluded
YBR214W	non_significant	Switch	Excluded
YBR216C	non_significant	Switch	Excluded
YBR218C	non_significant	Switch	Excluded
YBR219C	non_significant	Switch	Excluded
YBR220C	non_significant	Switch	Excluded
YBR222C	non_significant	Switch	Excluded
YBR224W	non_significant	Switch	Excluded
YBR225W	non_significant	Switch	Excluded
YBR226C	non_significant	Switch	Excluded
YBR227C	non_significant	Switch	Excluded
YBR232C	non_significant	Switch	Excluded
YBR233W	non_significant	Switch	Excluded
YBR235W	non_significant	Switch	Excluded
YBR238C	non_significant	Switch	Excluded
YBR241C	non_significant	Switch	Excluded
YBR244W	non_significant	Switch	Excluded
YBR245C	non_significant	Switch	Excluded
YBR250W	non_significant	Switch	Excluded
YBR258C	non_significant	Switch	Excluded
YBR262C	non_significant	Switch	Excluded
YBR264C	non_significant	Switch	Excluded
YBR272C	non_significant	Switch	Excluded
YBR273C	non_significant	Switch	Excluded
YBR275C	non_significant	Switch	Excluded
YBR276C	non_significant	Switch	Excluded
YBR278W	non_significant	Switch	Excluded
YBR286W	non_significant	Switch	Excluded
YBR287W	non_significant	Switch	Excluded
YBR292C	non_significant	Switch	Excluded
YBR293W	non_significant	Switch	Excluded
YBR295W	non_significant	Switch	Excluded
YBR296C	non_significant	Switch	Excluded
YBR298C	non_significant	Switch	Excluded
YBR299W	non_significant	Switch	Excluded
YBR300C	non_significant	Switch	Excluded
YCL001W	non_significant	Switch	Excluded
YCL001W.A	non_significant	Switch	Excluded
YCL002C	non_significant	Switch	Excluded
YCL006C	non_significant	Switch	Excluded
YCL009C	non_significant	Switch	Excluded
YCL022C	non_significant	Switch	Excluded
YCL023C	non_significant	Switch	Excluded
YCL025C	non_significant	Switch	Excluded
YCL027W	non_significant	Switch	Excluded
YCL028W	non_significant	Switch	Excluded
YCL034W	non_significant	Switch	Excluded
YCL035C	non_significant	Switch	Excluded
YCL036W	non_significant	Switch	Excluded
YCL039W	non_significant	Switch	Excluded
YCL040W	non_significant	Switch	Excluded
YCL042W	non_significant	Switch	Excluded
YCL045C	non_significant	Switch	Excluded
YCL046W	non_significant	Switch	Excluded
YCL048W	non_significant	Switch	Excluded
YCL049C	non_significant	Switch	Excluded
YCL051W	non_significant	Switch	Excluded
YCL055W	non_significant	Switch	Excluded
YCL057W	non_significant	Switch	Excluded
YCL060C	non_significant	Switch	Excluded
YCL062W	non_significant	Switch	Excluded
YCL063W	non_significant	Switch	Excluded
YCL069W	non_significant	Switch	Excluded
YCL074W	non_significant	Switch	Excluded
YCL075W	non_significant	Switch	Excluded
YCL076W	non_significant	Switch	Excluded
YCR001W	non_significant	Switch	Excluded
YCR014C	non_significant	Switch	Excluded
YCR015C	non_significant	Switch	Excluded
YCR020C.A	non_significant	Switch	Excluded
YCR021C	non_significant	Switch	Excluded
YCR023C	non_significant	Switch	Excluded
YCR026C	non_significant	Switch	Excluded
YCR027C	non_significant	Switch	Excluded
YCR031C	non_significant	Switch	Excluded
YCR036W	non_significant	Switch	Excluded
YCR048W	non_significant	Switch	Excluded
YCR049C	non_significant	Switch	Excluded
YCR050C	non_significant	Switch	Excluded
YCR059C	non_significant	Switch	Excluded
YCR061W	non_significant	Switch	Excluded
YCR062W	non_significant	Switch	Excluded
YCR067C	non_significant	Switch	Excluded
YCR073W.A	non_significant	Switch	Excluded
YCR082W	non_significant	Switch	Excluded
YCR090C	non_significant	Switch	Excluded
YCR092C	non_significant	Switch	Excluded
YCR098C	non_significant	Switch	Excluded
YCR099C	non_significant	Switch	Excluded
YCR100C	non_significant	Switch	Excluded
YCR101C	non_significant	Switch	Excluded
YCR102W.A	non_significant	Switch	Excluded
YCR105W	non_significant	Switch	Excluded
YCR107W	non_significant	Switch	Excluded
YDL001W	non_significant	Switch	Excluded
YDL010W	non_significant	Switch	Excluded
YDL019C	non_significant	Switch	Excluded
YDL020C	non_significant	Switch	Excluded
YDL023C	non_significant	Switch	Excluded
YDL024C	non_significant	Switch	Excluded
YDL025C	non_significant	Switch	Excluded
YDL027C	non_significant	Switch	Excluded
YDL035C	non_significant	Switch	Excluded
YDL036C	non_significant	Switch	Excluded
YDL037C	non_significant	Switch	Excluded
YDL039C	non_significant	Switch	Excluded
YDL046W	non_significant	Switch	Excluded
YDL050C	non_significant	Switch	Excluded
YDL051W	non_significant	Switch	Excluded
YDL054C	non_significant	Switch	Excluded
YDL056W	non_significant	Switch	Excluded
YDL065C	non_significant	Switch	Excluded
YDL066W	non_significant	Switch	Excluded
YDL070W	non_significant	Switch	Excluded
YDL071C	non_significant	Switch	Excluded
YDL076C	non_significant	Switch	Excluded
YDL078C	non_significant	Switch	Excluded
YDL080C	non_significant	Switch	Excluded
YDL082W	non_significant	Switch	Excluded
YDL089W	non_significant	Switch	Excluded
YDL093W	non_significant	Switch	Excluded
YDL094C	non_significant	Switch	Excluded
YDL100C	non_significant	Switch	Excluded
YDL112W	non_significant	Switch	Excluded
YDL118W	non_significant	Switch	Excluded
YDL128W	non_significant	Switch	Excluded
YDL129W	non_significant	Switch	Excluded
YDL134C.A	non_significant	Switch	Excluded
YDL142C	non_significant	Switch	Excluded
YDL144C	non_significant	Switch	Excluded
YDL154W	non_significant	Switch	Excluded
YDL155W	non_significant	Switch	Excluded
YDL161W	non_significant	Switch	Excluded
YDL162C	non_significant	Switch	Excluded
YDL168W	non_significant	Switch	Excluded
YDL169C	non_significant	Switch	Excluded
YDL171C	non_significant	Switch	Excluded
YDL172C	non_significant	Switch	Excluded
YDL173W	non_significant	Switch	Excluded
YDL176W	non_significant	Switch	Excluded
YDL177C	non_significant	Switch	Excluded
YDL179W	non_significant	Switch	Excluded
YDL186W	non_significant	Switch	Excluded
YDL197C	non_significant	Switch	Excluded
YDL200C	non_significant	Switch	Excluded
YDL211C	non_significant	Switch	Excluded
YDL215C	non_significant	Switch	Excluded
YDL218W	non_significant	Switch	Excluded
YDL219W	non_significant	Switch	Excluded
YDL222C	non_significant	Switch	Excluded
YDL223C	non_significant	Switch	Excluded
YDL229W	non_significant	Switch	Excluded
YDL230W	non_significant	Switch	Excluded
YDL233W	non_significant	Switch	Excluded
YDL234C	non_significant	Switch	Excluded
YDL237W	non_significant	Switch	Excluded
YDL239C	non_significant	Switch	Excluded
YDL243C	non_significant	Switch	Excluded
YDR004W	non_significant	Switch	Excluded
YDR006C	non_significant	Switch	Excluded
YDR009W	non_significant	Switch	Excluded
YDR014W	non_significant	Switch	Excluded
YDR015C	non_significant	Switch	Excluded
YDR022C	non_significant	Switch	Excluded
YDR024W	non_significant	Switch	Excluded
YDR033W	non_significant	Switch	Excluded
YDR043C	non_significant	Switch	Excluded
YDR048C	non_significant	Switch	Excluded
YDR051C	non_significant	Switch	Excluded
YDR055W	non_significant	Switch	Excluded
YDR057W	non_significant	Switch	Excluded
YDR066C	non_significant	Switch	Excluded
YDR070C	non_significant	Switch	Excluded
YDR075W	non_significant	Switch	Excluded
YDR084C	non_significant	Switch	Excluded
YDR085C	non_significant	Switch	Excluded
YDR089W	non_significant	Switch	Excluded
YDR094W	non_significant	Switch	Excluded
YDR097C	non_significant	Switch	Excluded
YDR100W	non_significant	Switch	Excluded
YDR101C	non_significant	Switch	Excluded
YDR105C	non_significant	Switch	Excluded
YDR107C	non_significant	Switch	Excluded
YDR109C	non_significant	Switch	Excluded
YDR119W	non_significant	Switch	Excluded
YDR124W	non_significant	Switch	Excluded
YDR125C	non_significant	Switch	Excluded
YDR130C	non_significant	Switch	Excluded
YDR132C	non_significant	Switch	Excluded
YDR139C	non_significant	Switch	Excluded
YDR142C	non_significant	Switch	Excluded
YDR154C	non_significant	Switch	Excluded
YDR156W	non_significant	Switch	Excluded
YDR171W	non_significant	Switch	Excluded
YDR174W	non_significant	Switch	Excluded
YDR179C	non_significant	Switch	Excluded
YDR181C	non_significant	Switch	Excluded
YDR183W	non_significant	Switch	Excluded
YDR185C	non_significant	Switch	Excluded
YDR186C	non_significant	Switch	Excluded
YDR191W	non_significant	Switch	Excluded
YDR192C	non_significant	Switch	Excluded
YDR193W	non_significant	Switch	Excluded
YDR198C	non_significant	Switch	Excluded
YDR199W	non_significant	Switch	Excluded
YDR205W	non_significant	Switch	Excluded
YDR206W	non_significant	Switch	Excluded
YDR209C	non_significant	Switch	Excluded
YDR210W	non_significant	Switch	Excluded
YDR213W	non_significant	Switch	Excluded
YDR214W	non_significant	Switch	Excluded
YDR215C	non_significant	Switch	Excluded
YDR218C	non_significant	Switch	Excluded
YDR221W	non_significant	Switch	Excluded
YDR223W	non_significant	Switch	Excluded
YDR229W	non_significant	Switch	Excluded
YDR239C	non_significant	Switch	Excluded
YDR242W	non_significant	Switch	Excluded
YDR244W	non_significant	Switch	Excluded
YDR248C	non_significant	Switch	Excluded
YDR256C	non_significant	Switch	Excluded
YDR261C	non_significant	Switch	Excluded
YDR272W	non_significant	Switch	Excluded
YDR273W	non_significant	Switch	Excluded
YDR274C	non_significant	Switch	Excluded
YDR276C	non_significant	Switch	Excluded
YDR279W	non_significant	Switch	Excluded
YDR281C	non_significant	Switch	Excluded
YDR282C	non_significant	Switch	Excluded
YDR284C	non_significant	Switch	Excluded
YDR285W	non_significant	Switch	Excluded
YDR286C	non_significant	Switch	Excluded
YDR287W	non_significant	Switch	Excluded
YDR305C	non_significant	Switch	Excluded
YDR309C	non_significant	Switch	Excluded
YDR313C	non_significant	Switch	Excluded
YDR314C	non_significant	Switch	Excluded
YDR315C	non_significant	Switch	Excluded
YDR316W	non_significant	Switch	Excluded
YDR317W	non_significant	Switch	Excluded
YDR318W	non_significant	Switch	Excluded
YDR321W	non_significant	Switch	Excluded
YDR333C	non_significant	Switch	Excluded
YDR336W	non_significant	Switch	Excluded
YDR338C	non_significant	Switch	Excluded
YDR340W	non_significant	Switch	Excluded
YDR344C	non_significant	Switch	Excluded
YDR345C	non_significant	Switch	Excluded
YDR348C	non_significant	Switch	Excluded
YDR349C	non_significant	Switch	Excluded
YDR352W	non_significant	Switch	Excluded
YDR358W	non_significant	Switch	Excluded
YDR368W	non_significant	Switch	Excluded
YDR371W	non_significant	Switch	Excluded
YDR374C	non_significant	Switch	Excluded
YDR379W	non_significant	Switch	Excluded
YDR383C	non_significant	Switch	Excluded
YDR384C	non_significant	Switch	Excluded
YDR400W	non_significant	Switch	Excluded
YDR401W	non_significant	Switch	Excluded
YDR402C	non_significant	Switch	Excluded
YDR406W	non_significant	Switch	Excluded
YDR419W	non_significant	Switch	Excluded
YDR422C	non_significant	Switch	Excluded
YDR424C	non_significant	Switch	Excluded
YDR428C	non_significant	Switch	Excluded
YDR440W	non_significant	Switch	Excluded
YDR444W	non_significant	Switch	Excluded
YDR447C	non_significant	Switch	Excluded
YDR451C	non_significant	Switch	Excluded
YDR452W	non_significant	Switch	Excluded
YDR455C	non_significant	Switch	Excluded
YDR459C	non_significant	Switch	Excluded
YDR463W	non_significant	Switch	Excluded
YDR465C	non_significant	Switch	Excluded
YDR467C	non_significant	Switch	Excluded
YDR474C	non_significant	Switch	Excluded
YDR480W	non_significant	Switch	Excluded
YDR481C	non_significant	Switch	Excluded
YDR490C	non_significant	Switch	Excluded
YDR491C	non_significant	Switch	Excluded
YDR494W	non_significant	Switch	Excluded
YDR504C	non_significant	Switch	Excluded
YDR508C	non_significant	Switch	Excluded
YDR509W	non_significant	Switch	Excluded
YDR516C	non_significant	Switch	Excluded
YDR517W	non_significant	Switch	Excluded
YDR524C	non_significant	Switch	Excluded
YDR525W	non_significant	Switch	Excluded
YDR525W.A	non_significant	Switch	Excluded
YDR528W	non_significant	Switch	Excluded
YDR530C	non_significant	Switch	Excluded
YDR533C	non_significant	Switch	Excluded
YDR536W	non_significant	Switch	Excluded
YDR539W	non_significant	Switch	Excluded
YEL005C	non_significant	Switch	Excluded
YEL006W	non_significant	Switch	Excluded
YEL007W	non_significant	Switch	Excluded
YEL010W	non_significant	Switch	Excluded
YEL011W	non_significant	Switch	Excluded
YEL015W	non_significant	Switch	Excluded
YEL017W	non_significant	Switch	Excluded
YEL025C	non_significant	Switch	Excluded
YEL028W	non_significant	Switch	Excluded
YEL030W	non_significant	Switch	Excluded
YEL038W	non_significant	Switch	Excluded
YEL039C	non_significant	Switch	Excluded
YEL042W	non_significant	Switch	Excluded
YEL047C	non_significant	Switch	Excluded
YEL049W	non_significant	Switch	Excluded
YEL052W	non_significant	Switch	Excluded
YEL057C	non_significant	Switch	Excluded
YEL068C	non_significant	Switch	Excluded
YER002W	non_significant	Switch	Excluded
YER004W	non_significant	Switch	Excluded
YER005W	non_significant	Switch	Excluded
YER007C.A	non_significant	Switch	Excluded
YER010C	non_significant	Switch	Excluded
YER011W	non_significant	Switch	Excluded
YER016W	non_significant	Switch	Excluded
YER019C.A	non_significant	Switch	Excluded
YER024W	non_significant	Switch	Excluded
YER028C	non_significant	Switch	Excluded
YER030W	non_significant	Switch	Excluded
YER033C	non_significant	Switch	Excluded
YER039C.A	non_significant	Switch	Excluded
YER046W.A	non_significant	Switch	Excluded
YER049W	non_significant	Switch	Excluded
YER051W	non_significant	Switch	Excluded
YER060W	non_significant	Switch	Excluded
YER060W.A	non_significant	Switch	Excluded
YER062C	non_significant	Switch	Excluded
YER063W	non_significant	Switch	Excluded
YER067W	non_significant	Switch	Excluded
YER071C	non_significant	Switch	Excluded
YER073W	non_significant	Switch	Excluded
YER075C	non_significant	Switch	Excluded
YER080W	non_significant	Switch	Excluded
YER097W	non_significant	Switch	Excluded
YER098W	non_significant	Switch	Excluded
YER101C	non_significant	Switch	Excluded
YER113C	non_significant	Switch	Excluded
YER114C	non_significant	Switch	Excluded
YER115C	non_significant	Switch	Excluded
YER118C	non_significant	Switch	Excluded
YER119C	non_significant	Switch	Excluded
YER121W	non_significant	Switch	Excluded
